96,38,58,0.17,0.055,0.055,1.48,1013012,0,0,0,594,7,185,46,46,500,6
98,38,60,0.408,0.006,0.006,3.59,1211011,95.54,2.91,2.91,0,0,0,0,0,0,0
98,38,60,0.408,0.006,0.006,3.59,1012011,0,0,0,1.14,0.03,51,5,5,0.029,0.0008
100,38,62,0.423,0.012,0.012,3.78,1211011,103.01,5.8,5.8,0,0,0,0,0,0,0
82,40,42,0.367,0.018,0.018,3.02,1211011,86.01,8.51,8.51,0,0,0,0,0,0,0
84,40,44,0.251,0.007,0.007,2.1,1211011,40.09,2.29,2.29,0,0,0,0,0,0,0
86,40,46,0.151,0.015,0.014,1.29,1211011,14.72,2.75,2.75,0,0,0,0,0,0,0
88,40,48,0.185,0.029,0.029,1.6,1211011,22.37,6.88,6.88,0,0,0,0,0,0,0
88,40,48,0.185,0.029,0.029,1.6,1012011,0,0,0,0.09,0.02,0,0,0,0.005,0.0011
90,40,50,0.0894,0.003,0.003,0.783,1211011,5.09,0.33,0.33,0,0,0,0,0,0,0
90,40,50,0.0894,0.003,0.003,0.783,1012011,0,0,0,0,0,3.46,0.14,0.14,0,0
92,40,52,0.1027,0.004,0.004,0.913,1211011,6.73,0.49,0.49,0,0,0,0,0,0,0
92,40,52,0.1027,0.004,0.004,0.913,1012011,0,0,0,0.31,0.03,8,0.8,0.8,0.0195,0.0019
94,40,54,0.09,0.009,0.01,0.81,1211011,5.2,1.1,1.1,0,0,0,0,0,0,0
94,40,54,0.09,0.009,0.01,0.81,1012011,0,0,0,0.83,0.08,11.5,1.1,1.1,0.043,0.004
96,40,56,0.08,0.016,0.017,0.73,1211011,4.21,1.69,1.69,0,0,0,0,0,0,0
96,40,56,0.08,0.016,0.017,0.73,1012011,0,0,0,0,0,7.57,0.14,0.14,0,0
98,40,58,0,0,0,0,1211011,0,0,0,0,0,0,0,0,0,0
96,40,56,0.08,0.016,0.017,0.73,1012011,0,0,0,0,0,11.2,1.2,1.2,0,0
98,40,58,0,0,0,0,1013012,0,0,0,1.05,0.07,76,6,6,0.054,0.003
96,40,56,0.08,0.016,0.017,0.73,1014013,0,0,0,5.4,1.4,61,8,8,26,7
100,40,60,0.355,0.01,0.009,3.34,1211011,80.52,4.35,4.35,0,0,0,0,0,0,0
100,40,60,0.355,0.01,0.009,3.34,1012011,0,0,0,1.7,0.3,108,19,19,0.06,0.011
